run_id,date,experiment_family,split_protocol,seed,balanced_accuracy,auc,threshold,real_recall,fake_recall,ece,false_positives,operational_gate_pass,config_path
20260329_185411_swin_full_swin_opt,20260329,optimized,n/a,42,0.5525730693488378,0.9876100655143928,0.05,0.9992306952591593,0.10591544343851629,0.473773988236028,8,False,/home/ubuntu/work/DSA4266/configs/pipeline_full_swin_optimized.yaml
20260401_183008_swin_full_swin_opt,20260401,optimized,n/a,42,0.5304962992866604,0.6698677328192523,0.6,0.06128108785113615,0.9997115107221847,0.48632212648637396,10493,False,/home/ubuntu/work/DSA4266/configs/pipeline_full_swin_optimized.yaml
20260402_181141_swin_full_swin_gen_v2,20260402,other,n/a,42,0.6035482684268589,0.9575664051405632,0.05,0.2071926999463231,0.9999038369073948,0.35619412007025153,8862,False,/home/ubuntu/work/DSA4266/configs/pipeline_full_swin_generalization_v2.yaml
20260410_152158_swin_full_swin_gen_v2,20260410,ablation_a6,random,42,0.8577627936099322,0.9735159977860293,0.85,0.7371622830560027,0.9783633041638617,0.18568601870219242,2938,False,/home/ubuntu/work/DSA4266/.ablation_configs/batch_20260410_151834_a6_random_seed17.yaml
20260410_172149_swin_full_swin_gen_v2,20260410,ablation_a6,random,42,0.9167785171272591,0.9740595369123382,0.9,0.8611558418321702,0.9724011924223481,0.11909904744698582,1552,True,/home/ubuntu/work/DSA4266/.ablation_configs/batch_20260410_151834_a6_random_seed23.yaml
20260410_192140_swin_full_swin_gen_v2,20260410,ablation_a6,random,42,0.9168857435350449,0.986848780878586,0.95,0.8582930756843798,0.97547841138571,0.16339284872037838,1584,False,/home/ubuntu/work/DSA4266/.ablation_configs/batch_20260410_151834_a6_random_seed42.yaml
20260410_212124_swin_full_swin_gen_v2,20260410,ablation_a6,source_aware,42,0.6289899962338272,0.9628771878587565,0.05,0.25836464483807475,0.9996153476295796,0.34391788842322496,8290,False,/home/ubuntu/work/DSA4266/.ablation_configs/batch_20260410_151834_a6_source_aware_seed17.yaml
20260411_003336_swin_full_swin_gen_v2,20260411,ablation_a6,source_aware,42,0.8624198427973455,0.9829482869505994,0.49999999999999994,0.7334943639291465,0.9913453216655446,0.13993025987193128,2979,True,/home/ubuntu/work/DSA4266/.ablation_configs/batch_20260410_151834_a6_source_aware_seed23.yaml
20260411_023324_swin_full_swin_gen_v2,20260411,ablation_a6,source_aware,42,0.8028994738146211,0.9568123619247078,0.95,0.6281087851136159,0.9776901625156263,0.2717124182490328,4157,False,/home/ubuntu/work/DSA4266/.ablation_configs/batch_20260410_151834_a6_source_aware_seed42.yaml
